image_id,label,entropy_before,entropy_after,contrast_before,contrast_after,ssim_similarity
ISIC_0031468,0,7.3114070023370905,7.413421281966906,48.801496172430646,50.055264519992306,0.762971757500865
ISIC_0030926,0,6.39351675544183,6.813704955867501,23.899855852120695,32.3592808185419,0.7535335607802467
ISIC_0029288,0,7.288955474927499,7.493172394754701,56.03689299916569,55.09298733292496,0.7388807357568403
ISIC_0031008,0,6.468658699863268,6.9492854030760824,22.748258499845267,31.874047537833995,0.7485400844674469
ISIC_0024698,0,5.830053438931789,6.494478984773679,20.62572375711089,28.58529918405474,0.7584322303651108
ISIC_0031495,0,6.816445097231028,7.501690568865304,29.795931983255603,45.81893095439238,0.7121181008262869
ISIC_0026104,0,6.723785115649667,7.1807073350099735,26.40642551692804,36.14093894866888,0.7312887231557309
ISIC_0025099,0,6.206239293752436,6.689516632202575,32.95556126439018,33.5561089157763,0.7812472941410231
ISIC_0031485,0,5.985926827526196,6.488499209159016,19.177996010419548,26.658897927696263,0.696534359832661
ISIC_0029413,0,7.391538843972226,7.739731230532872,55.26343357141597,60.25793093189952,0.7870555814946741
ISIC_0029576,0,6.58969825889765,7.070397011739854,31.79199278084473,37.17010154376797,0.7646025482742967
ISIC_0031967,0,6.978223994015654,7.244992320180358,31.540865200740207,37.550280024468464,0.743090375935351
ISIC_0031584,0,6.419613485734724,6.911338925297357,21.471075491387445,29.59238849045165,0.7585434644504905
ISIC_0025140,0,6.993879118576432,7.397170963616237,38.575411824463664,44.36722174364891,0.7587255128452159
ISIC_0025554,0,7.4687928344196415,7.627105640478428,46.65025146318838,48.904681504421326,0.7724865490663916
ISIC_0029289,0,6.200340423829476,6.673958670476999,24.161125730616202,28.068831775591498,0.7594977815332848
ISIC_0029912,0,6.074914250163958,6.5086284127797045,38.84525450216557,37.09573053444,0.8447053874956302
ISIC_0033539,0,7.516427060625318,7.664930752781163,53.93041955902047,55.94043942629097,0.8145620536810341
ISIC_0032283,0,6.88533486147608,7.079810892090414,31.86579599868876,35.214360861848945,0.7527066458573733
ISIC_0030005,0,6.0336229807835435,6.690829085449777,20.981110002706114,28.373028366439573,0.7719631077342094
ISIC_0030189,0,7.340912028480732,7.491818471039501,52.676109095404925,52.993824440450666,0.7471399662333563
ISIC_0026532,0,6.405032581149635,6.9799445453312545,21.317467077409077,35.23359018966806,0.7057667337924226
ISIC_0024832,0,7.482056220341642,7.735134792121897,48.20242497977109,58.374379711064975,0.7493197761774177
ISIC_0026958,0,7.109809734563443,7.524074210999778,39.20567553101999,50.72201978243106,0.7738491486019413
ISIC_0030768,0,7.3192551593738715,7.6080260788379865,41.30493731358466,49.75780146879216,0.8162319319070859
ISIC_0029837,0,6.949574864666293,7.244299338538206,32.4472773343155,39.11127017596439,0.8039279902481912
ISIC_0031624,0,6.520019893820316,6.865533521993694,32.10193626260542,36.47376876948472,0.7938590095838299
ISIC_0025510,0,6.676120255476258,6.90230154226713,29.336968285778408,32.994484537677295,0.7753655886928162
ISIC_0030607,0,6.556224346243026,7.050973021899846,23.758600324560835,32.809512021134914,0.7624549262357433
ISIC_0029060,0,6.1901201394618806,6.772179044177497,21.630427087861175,30.040856193850193,0.7554105461880241
ISIC_0029308,0,7.192394624335266,7.434761491190875,44.87066355182551,48.6750706162448,0.7505699567725532
ISIC_0024635,0,6.951709851323899,7.264666948876664,33.54672089866349,42.60891851107487,0.7735896121679207
ISIC_0029425,0,6.700375533918868,7.142084374705391,26.705123936119296,35.56624965043669,0.7506601560154846
ISIC_0028774,0,6.7568598880885276,7.05411129028637,27.264184608652528,33.38156715660735,0.7232352059615543
ISIC_0030565,0,6.554956117491301,7.038023564931472,25.12983051715851,34.779323091784605,0.7398510489003699
ISIC_0027023,0,6.626003335363286,6.979548184328257,25.135117451424406,33.156747959984514,0.734081526473041
ISIC_0029022,0,6.887907025339464,7.183400238654318,29.789402711757933,35.876639317596855,0.7353172888311232
ISIC_0025388,0,6.260819407430791,6.776047135968441,21.37135278337126,30.837557163106105,0.7737177216416139
ISIC_0028080,0,6.731013405075842,7.000066955920467,32.057527937852015,37.684465881656436,0.768222033025052
ISIC_0026153,0,6.632746357487076,7.06203443243454,26.490615342969928,35.03855601853543,0.7837038684663973
ISIC_0025876,0,6.726855666617322,7.078321488442272,32.1959719299801,36.52654923026862,0.8019891329443833
ISIC_0025063,0,6.657095330340972,7.08713349105235,26.33708661034726,34.1213121883276,0.743588938111525
ISIC_0032463,0,6.996008334280993,7.231862381341161,39.40846186510719,46.514254294579295,0.7215430379886831
ISIC_0025548,0,6.288991991892216,6.92134278058416,23.395593203842147,36.30672705575946,0.7108779819372597
ISIC_0032306,0,6.6217011749316494,7.141100940468776,25.83786819092721,34.74444945305116,0.7248138917426342
ISIC_0032304,0,7.050623318415175,7.320190287417908,40.2294125860095,44.70012619385065,0.8081491399348699
ISIC_0031639,0,6.573898261468143,7.067326144681444,28.546286280352053,37.07188206594098,0.7986679630096378
ISIC_0027957,0,6.272650656368976,6.7726998813611825,21.27771636201632,29.480812445136365,0.7038815581904566
ISIC_0031212,0,6.40912358473363,6.857801769580059,21.829374553987233,29.431065158087105,0.7226747160389033
ISIC_0032382,0,6.600359617540562,6.960077141324605,24.64337667308738,34.23075764428832,0.6691337920798167
ISIC_0027533,0,6.306210787757909,6.87439866789618,22.972730444022055,30.859211668296908,0.7345159729768448
ISIC_0029674,0,6.061216615497178,6.592579848660806,18.92546839442416,27.974939238564403,0.6991175991071615
ISIC_0028607,0,6.606448710141951,6.91469695310472,28.061470709358318,34.82312969966311,0.7040125617646928
ISIC_0024623,0,7.0049665964053345,7.626423504282806,32.1013355979213,48.81969934028799,0.7319850234345278
ISIC_0029613,0,7.253254264602019,7.722896570676184,43.01582832032757,52.975400597241375,0.7374928457968871
ISIC_0029418,0,6.640831105257648,7.006693645381116,50.238180480610275,46.01315066514971,0.804618510681143
ISIC_0027455,0,6.508515292823249,6.946556435177332,34.14637202901956,36.15758350322291,0.7719878122143652
ISIC_0025906,0,6.025209933061309,6.499656128490428,35.713438644866166,38.54563920492238,0.8213669276080382
ISIC_0027151,0,5.962363946536652,6.413673157891008,18.916700380920105,25.300902991415782,0.8205429946354632
ISIC_0028646,0,5.712419284755062,6.437260865109693,15.841104745593283,22.459697584746763,0.7717586838068172
ISIC_0026794,0,6.293828917001155,6.819219459691162,22.810362258518506,31.964069180479385,0.72672915574998
ISIC_0034318,0,6.585977982699685,6.993390607088601,40.84477883549342,42.983720714674156,0.7921497486568869
ISIC_0032972,0,7.229190413268288,7.527082022318448,51.03413249352634,53.595318314194344,0.7867491877800956
ISIC_0032534,0,6.57880918486428,7.181101464438125,28.95877559338608,37.96115990887354,0.7601648126804254
ISIC_0033785,0,6.752243202278441,7.188041032036629,35.336285083541185,40.50125541568521,0.7609214921131094
ISIC_0033184,0,6.842060968282594,7.409820297356855,34.17223477497387,42.5455199039657,0.7423263197286605
ISIC_0032929,0,6.724181589142793,7.233463987403459,26.765397205525975,41.4052627618936,0.6776463611753356
ISIC_0032963,0,6.824881198988097,7.290326797817487,29.46364971397849,40.99772525966862,0.6922338786392099
ISIC_0032949,0,6.965521572923063,7.344687627980151,48.87066152595488,55.408229834948244,0.7387429157074562
ISIC_0033322,0,6.431106008814103,7.135550744556584,29.621286660059308,39.062703735899525,0.7340243898550587
ISIC_0033127,0,6.889737141395818,7.419742901948401,39.82403826723804,47.20635507463442,0.7525686504892563
ISIC_0033041,0,6.69552017629034,7.221794385624519,30.889348034471276,40.00563634832064,0.7582527594270109
ISIC_0033900,0,6.296664568595154,6.909598242366142,26.66867368101061,37.1694295756522,0.7453603769601548
ISIC_0033361,0,6.955856960877149,7.173755366105388,47.61036001469803,47.42058438948218,0.8074436706714613
ISIC_0032732,0,6.349985475389535,6.890612288204459,32.3291708099534,40.02694299896844,0.8084573493580929
ISIC_0032778,0,6.372621078609072,6.64297608867096,27.269625835967933,31.619564947324452,0.8372303733520219
ISIC_0033466,0,7.007716692337672,7.086109367514982,47.828574297123474,56.47730034077874,0.7673909179829873
ISIC_0030276,0,7.265859687792932,7.73293689482354,38.348947085057326,53.47191565642937,0.752276789205743
ISIC_0033583,0,6.68055826269152,7.200874946061905,31.87225041159328,39.014972866883916,0.7212833780724496
ISIC_0033465,0,6.354764773631382,7.055011026964353,22.943649618602088,35.57211687599967,0.7049212780989776
ISIC_0029683,0,7.513081447885189,7.652951440315414,70.55834969775164,66.65753737224853,0.8238071711645851
ISIC_0033482,0,6.357761034312358,6.938518106962146,23.198907303365782,33.4531642702696,0.7484811571211146
ISIC_0033201,0,6.37633790617039,6.862409219405992,22.043517800584628,31.093296300234957,0.7562499743158592
ISIC_0032514,0,6.322064230255135,7.0725081266673895,21.27756737792085,33.808414550498824,0.7162505043923387
ISIC_0033691,0,6.473403848461675,6.906431842869084,28.50160071776127,33.36813746430738,0.7950104648875713
ISIC_0033910,0,6.283695008386491,6.823164692874227,22.824002524611135,30.267606634441446,0.7761533001288347
ISIC_0032556,0,7.038159383819579,7.23883567790706,38.006223350499866,41.309782101903856,0.790994453833278
ISIC_0033646,0,7.545917140853569,7.648223237182872,52.09034513508358,53.48010007298615,0.7931578421071112
ISIC_0033592,0,7.009801837079226,7.251136954880608,41.63751066640634,41.66319689206677,0.7786399750016253
ISIC_0033899,0,7.121479932372105,7.288128774236493,53.41696086930132,53.790452018682615,0.7743092237975855
ISIC_0032842,0,7.174239692648036,7.393696175093484,38.44600731425174,41.97906532045573,0.7538965224858689
ISIC_0032618,0,7.2684778468832905,7.511359071948375,50.443748216046515,49.768985244147636,0.759630317223662
ISIC_0032513,0,6.887891329342266,7.300829054649448,34.1963519752338,40.268257157187136,0.7606786571486625
ISIC_0033716,0,7.294840908622662,7.3331062405695056,49.982090682121616,51.746324088831,0.7777105711400103
ISIC_0034011,0,6.648839694352478,7.076915657543326,31.499474912692992,38.62677660744243,0.7920615369930722
ISIC_0033613,0,7.009850112513265,7.350671812105663,41.02298917392211,46.58262859481491,0.7969811535205533
ISIC_0032877,0,7.279130514080978,7.581503661750354,41.94762062727584,50.18346434370841,0.7544653823269586
ISIC_0034175,0,7.009867523415819,7.552469770838534,35.1289188658449,48.954374277202376,0.758935431865451
ISIC_0033523,0,7.182987014761954,7.576076728903524,37.70323627737123,48.72602417421087,0.7528659542789183
ISIC_0029929,0,6.7614558124520165,7.373665910384197,28.48598380455698,46.13254138128123,0.7408891788821266
ISIC_0032978,0,7.614256945226774,7.76187738955238,56.03637802872896,60.46541203592963,0.7748450889168382
ISIC_0033973,0,6.679368256307233,7.036416596813065,25.590247520756964,32.20790244874393,0.7827324183631947
ISIC_0033761,0,7.276872463325958,7.250270704991599,46.75715638930154,45.631282705133785,0.7884428118020894
ISIC_0033505,0,6.618480537886976,7.095709868603152,27.541039153840455,35.338402161894976,0.7658339585811775
ISIC_0033280,0,7.198498344053258,7.263309787501121,42.889402076397225,45.37866364856345,0.8045907750624055
ISIC_0033212,0,6.896922605653719,7.083745749274172,34.049596352664274,37.456109798290754,0.8344958034388561
ISIC_0033770,0,7.130925175244698,7.334156429731133,40.937461691155875,47.2815123780574,0.819970293492217
ISIC_0032829,0,7.421210321681961,7.672462364537894,62.32127516979802,57.86870096901153,0.8256494537771913
ISIC_0033601,0,7.266225080212099,7.576986210471498,52.798625935084814,50.06344763679848,0.8198804276438239
ISIC_0033284,0,7.251248559067414,7.33350621486107,47.562837465270924,51.23396886620915,0.807259790008702
ISIC_0033908,0,7.077056142519092,7.311167881507301,36.385724858179195,40.53348104998171,0.8216693929632642
ISIC_0033400,0,6.114699071397428,6.784453468620957,18.550730804332606,31.08752428729033,0.7724432261879659
ISIC_0033677,0,6.080205369975183,6.75494319286932,19.553059691494063,32.67388981994502,0.747730399699349
ISIC_0033262,0,7.114189388557021,7.171093102475314,46.10736657222005,49.8654346981771,0.7696958879870691
ISIC_0033437,0,7.064433129490728,7.3795091586002215,39.41312073960674,44.232216118854616,0.7660351229493279
ISIC_0032688,0,6.896940650890912,7.324076340629578,33.227755588347726,42.7583840383919,0.789523368407797
ISIC_0033195,0,7.077562841134161,7.469490624855993,45.50990283922757,51.820304223965024,0.7850620757541403
ISIC_0032553,0,7.342778355244555,7.645513909813503,56.704328630870194,58.9884425683846,0.7793295789360314
ISIC_0033252,0,7.221870767039089,7.280147565488383,43.29457085659018,43.87897163362193,0.825358355324037
ISIC_0032570,0,6.87365890116261,7.217733978430312,32.208733397284234,39.561267636738975,0.7809216589740582
ISIC_0033736,0,6.671918535586799,7.215860243343066,28.319532340653883,40.779165147762065,0.7617064582034307
ISIC_0033378,0,6.588996984610123,7.111873400137263,24.65470360363095,36.307041177386274,0.762833208071407
ISIC_0033379,0,6.942720015429053,7.340102061286882,35.611731860020875,43.482690226734,0.7578383017848696
ISIC_0033438,0,6.868800564564363,7.242986774483365,31.410056706114975,39.29477498561469,0.7577797832348534
ISIC_0032983,0,7.239501910621473,7.381728440415073,46.73122854155413,51.33387627389278,0.7624820811841654
ISIC_0034024,0,7.236063501320416,7.381469148276702,48.36081679701738,53.44432086111746,0.7491595924771964
ISIC_0033778,0,7.042725845471827,7.4204845217383015,44.08189633643191,49.88739371939423,0.8130005084645076
ISIC_0032863,0,7.410599450541792,7.493357907153358,50.229735054043886,52.424199785248575,0.7988407937286658
ISIC_0034168,0,6.875781263787569,7.318482395229028,35.98423726583387,43.89253107846426,0.8122089475985458
ISIC_0033582,0,7.040446391144638,7.400887277303342,38.18489268481281,49.86617036433164,0.8233237936547355
ISIC_0033576,0,7.212802517986014,7.479415723864427,47.87717429081109,55.788841784116244,0.8132112647328852
ISIC_0033410,0,7.427208301202569,7.553296491927089,49.89192265152302,55.00306702600627,0.7607174777505764
ISIC_0032725,0,7.110919285540888,7.399063294947365,36.27523397221636,44.11442524589512,0.7675676354240201
ISIC_0033952,0,7.150154843844807,7.573059153825985,40.04559133387522,49.593155117102434,0.7918911474624414
ISIC_0033264,0,6.998257202414827,7.237637224254798,38.91119187121021,42.34540166589086,0.8010840932378158
ISIC_0033606,0,6.480470161108315,6.983672499726305,28.00283391343823,34.75167946567367,0.8013130675719282
ISIC_0034103,0,7.130176488099906,7.315558360413004,38.79709071408362,41.286932484299925,0.7999613013456863
ISIC_0032883,0,6.903082717869609,7.208895947419087,38.46504983116533,41.169065793760396,0.8015574238595795
ISIC_0032665,0,7.520517770017355,7.597275776365217,56.66646747873757,56.90335528788362,0.8004065201776842
ISIC_0033130,0,7.5435264923163174,7.614402151130942,54.03849050209186,51.45160310693942,0.8090785632451634
ISIC_0033321,0,7.184023239526116,7.588510615348998,38.36559335059605,48.912643959100706,0.7702557962501898
ISIC_0034189,0,7.268585887052446,7.563859522502308,38.55231192365838,46.900620291309046,0.7503877121344327
ISIC_0033306,0,7.149976020469911,7.55002132608203,35.64700796562482,46.622168344706104,0.7350490547674137
ISIC_0032757,0,7.243979932973861,7.34576080408025,47.01610745515591,49.346985424139504,0.7988391875045516
ISIC_0032508,0,6.714539257003088,7.134800030874063,29.489200077127162,38.35134183849561,0.778350198024242
ISIC_0034201,0,6.787841387343958,7.232917762701259,33.06914225772051,40.9950590173388,0.7820257682726995
ISIC_0032776,0,7.007013921646596,7.433039260030093,44.889394904935635,48.144948180412,0.7915740899225302
ISIC_0033828,0,6.785927112774941,7.1964063729551375,38.27615662345634,41.3038180993863,0.7999330347273588
ISIC_0033235,0,7.011819329175744,7.6087728785971604,34.178758092457315,50.13551387563099,0.7431526575217131
ISIC_0026085,0,7.469440634178975,7.748336081129392,48.743596867906234,60.22733929123919,0.7365687738456712
ISIC_0034070,0,6.476847044378201,7.076315614022775,33.5754991658924,38.7691823688028,0.7708725343393903
ISIC_0033709,0,6.974725016396036,7.333285749652303,43.80919663119523,47.55562496941051,0.7757570703521726
ISIC_0032826,0,7.4228233455068855,7.6825318443990325,51.90540956554831,53.332203795140835,0.7246184700734828
ISIC_0034115,0,7.296001099915564,7.580729231628586,48.96195806216152,51.088166931390475,0.7052051848026956
ISIC_0033776,0,6.8156573176159245,7.249780422172179,51.120066251467684,50.41507717598128,0.7739053705653443
ISIC_0033056,0,7.258388437639807,7.527432876162686,55.12215328285168,54.682844982170586,0.7871287625910618
ISIC_0025180,0,7.559510901049677,7.673706689705069,65.78912622866606,58.67066661142632,0.7623994668879586
ISIC_0026107,0,7.67221052728217,7.770366650031115,74.86402585343714,67.33537029127226,0.8222576391773453
ISIC_0033853,0,6.755632396613825,7.274511982605897,29.69683665878274,40.5084852698759,0.743298251765482
ISIC_0033453,0,6.539385301986016,7.19187126827482,27.122890596784103,40.61371024985787,0.730336221299523
ISIC_0034126,0,6.89785992452753,7.271671565785997,31.274817865867902,40.10834980130159,0.740606068975879
ISIC_0033744,0,7.444780430348366,7.476130381094023,49.13811793266183,48.70898450201632,0.7687915894330278
ISIC_0033659,0,6.943901883273325,7.331224966335167,33.19684218341609,39.670938067861286,0.7685858739228596
ISIC_0032567,0,7.3451870721722665,7.588474445241184,48.25107898349409,51.82371927565525,0.8103615861158571
ISIC_0033088,0,7.393003413104285,7.655988123948642,52.35892392389729,55.43379043761987,0.8048706194727158
ISIC_0032756,0,7.395851979404725,7.510170323598981,51.60118201935729,54.172173671478106,0.8086044725123293
ISIC_0032654,0,6.986531158492278,7.453836741685,33.78078067103495,45.52655502334341,0.7713703288271165
ISIC_0032576,0,7.1846125016035245,7.526743382594522,39.27556847946125,47.75912081911434,0.7836564721621129
ISIC_0033587,0,7.083783541719959,7.468106655470047,48.55301030958629,51.32102813600971,0.7396326191605865
ISIC_0032675,0,6.54414321894966,7.116257358464105,35.157245137248765,41.19177463264648,0.7166678678411552
ISIC_0032997,0,6.668807360239494,7.266223415258915,39.27389543603652,46.30641510427562,0.7375194284150528
ISIC_0033529,0,6.339034294286985,7.053494060452425,27.324355270306544,36.97729097617308,0.720507106322931
ISIC_0033581,0,6.830881931674549,7.183851747041543,32.787825687657104,42.51797663553891,0.6928850530047891
ISIC_0033913,0,6.635074054683484,7.27736954595602,29.73894255375662,42.11236672223336,0.7374488535806195
ISIC_0034235,0,6.98639609822407,7.478818657329518,39.18449440294168,46.0853578403225,0.7380804804594253
ISIC_0034007,0,7.13995222831837,7.660449062769307,37.443450249599564,52.12864774025559,0.7394368532481544
ISIC_0034303,0,7.220195260419113,7.612757249185537,38.79940589604691,48.137952209405086,0.727985282098743
ISIC_0034031,0,6.873497759234958,7.557894018458271,29.610770109291746,46.331097399527835,0.718338778911052
ISIC_0033124,0,7.300056992492625,7.657733407941085,40.63238405015292,50.269200606515454,0.7065481915557354
ISIC_0033449,0,6.780395053548641,7.374941868066308,29.31170151196026,41.162472136341904,0.7601089572252246
ISIC_0033676,0,6.790888830386388,7.367041865857663,29.217921637213557,40.87553167849392,0.7610086337321842
ISIC_0032898,0,7.335686262768128,7.580423094804618,45.92505828040012,52.64869838163964,0.7986743765065876
ISIC_0033488,0,7.13868503793064,7.286845688540401,48.37653283920537,47.507598082883696,0.8229788563457009
ISIC_0033758,0,6.6710583561547585,7.045447904021443,37.57308210142138,40.23618796131817,0.8213012493648987
ISIC_0028792,0,6.6774507536329155,7.155554360808905,27.360868197756048,39.68631566455922,0.7282538406100858
ISIC_0033397,0,6.292191547143201,7.028311053248691,24.352587937688316,37.74675447683934,0.6827676046673022
ISIC_0033414,0,6.318899176755582,6.988329028929579,22.301366004404283,34.63819177152193,0.6980671420389145
ISIC_0034113,0,6.360723042241881,6.981981508729728,24.08786988040583,40.34691017914873,0.645539271795313
ISIC_0033507,0,7.0145974111074425,7.45192928850789,34.830502189407326,43.29794430117347,0.723435891622877
ISIC_0033791,0,7.429249878872516,7.627413104597547,46.80162447948434,49.75823375898692,0.7393214751121081
ISIC_0034259,0,7.127365031609035,7.543430747749944,40.76880261704984,47.887786329147815,0.7285640505978317
ISIC_0033446,0,6.823900387410907,7.42742266980129,31.884606046547784,42.3528767943253,0.70318567579219
ISIC_0033200,0,7.112471771517555,7.5375054448251575,41.56743634016065,47.06224401176157,0.7250051771103494
ISIC_0029472,0,7.053874306652952,7.406644031790318,59.52868632993772,56.39827103824764,0.7642933788509351
ISIC_0029682,0,7.197945058616888,7.492298053295586,62.01019322654906,59.54962427194396,0.7699484859039076
ISIC_0033642,0,7.018895173190924,7.368996289817496,62.370649239506754,61.699565675195004,0.8186965186862915
ISIC_0033486,0,6.212463244369749,6.851117667275391,46.367531149194384,44.66075060664491,0.8074761009225738
ISIC_0034003,0,7.271672330656031,7.471915037824187,49.09225205299048,49.913180124718295,0.7540476785498201
ISIC_0033079,0,7.604389964553443,7.667965170210454,54.90366702591832,54.13766203295096,0.7592743229474499
ISIC_0033629,0,7.303698017945153,7.496010291768362,65.79868332088297,56.932733910663046,0.7901747545228154
ISIC_0034037,0,6.364218620335956,6.899850874454071,41.134167137370795,38.18227853825936,0.7616202801423848
ISIC_0032876,0,6.6746677292235095,7.082242041930945,52.207883294781766,47.161891008648126,0.7901457000158468
ISIC_0033635,0,7.039442904161426,7.350813597627314,54.801789749993276,65.7427653586232,0.7871511694516864
ISIC_0033868,0,6.480027828262229,6.837879141971665,37.058030514744395,42.89807540665289,0.8225488566356843
ISIC_0034125,0,6.822718603657435,7.29466290179983,43.14622333906211,46.291819303147314,0.7578616260579946
ISIC_0033060,0,5.992115966430905,6.877059659667706,25.976658612725483,34.72834165986193,0.6918304356638297
ISIC_0029014,0,6.888314825183292,7.305211736320916,37.37171830410729,40.87622495974265,0.7592527348174121
